symbol,name,exchange,category,country,category_number
BIP-UN.TO,Brookfield Infrastructure Partners L.P.,TOR,Diversified Utilities,Canada,913
BIPI.JK,Benakat Petroleum Energy Tbk.,JKT,,Indonesia,0
BIPP.JK,Bhuwanatala Indah Permai Tbk.,JKT,,Indonesia,0
BIR.IR,BANK OF IRELAND,ISE,,Ireland,0
BIR.TO,Birchcliff Energy Ltd.,TOR,Independent Oil & Gas,Canada,121
BIRT,Actuate Corporation,NMS,Application Software,USA,821
BIS,ProShares UltraShort Nasdaq Biotech,NGM,,USA,0
BISI.JK,BISI International Tbk.,JKT,,Indonesia,0
BISN,"Bison Petroleum, Corp.",PNK,,USA,0
BIT,BlackRock Multi-Sector Income T,NYQ,,USA,0
BITA,Bitauto Holdings Limited,NYQ,Internet Information Providers,USA,851
BIZM,"Biozoom, Inc.",PNK,,USA,0
BJINY,Beijing Enterprises Holdings Ltd.,PNK,,USA,0
BJRI,"BJ's Restaurants, Inc.",NMS,Restaurants,USA,712
BJZ,BlackRock California Municipal 2018 Term Trust,NYQ,Closed-End Fund - Debt,USA,425
BK,The Bank of New York Mellon Corporation,NYQ,Asset Management,USA,422
BK-PC,Bank Of New York Mellon Corpora,NYQ,,USA,0
BKBK,Britton & Koontz Capital Corp.,PNK,Regional - Southeast Banks,USA,413
BKCC,BlackRock Kelso Capital Corporation,NMS,Asset Management,USA,422
BKD,Brookdale Senior Living Inc.,NYQ,Long-Term Care Facilities,USA,523
BKDUPLEX.BO,B. K. Duplex Board Ltd,BSE,,India,0
BKE,"The Buckle, Inc.",NYQ,Apparel Stores,USA,730
BKEAY,"The Bank of East Asia, Limited",PNK,,USA,0
BKEP,"Blueknight Energy Partners, L.P.",NGM,Oil & Gas Pipelines,USA,125
BKEPP,"Blueknight Energy Partners, L.P.",NGM,,USA,0
BKH,Black Hills Corporation,NYQ,Electric Utilities,USA,911
BKHYY,Bank Hapoalim B.M.,PNK,,USA,0
BKIA.MC,BANKIA SA,MCE,,Spain,0
BKIR.L,The Governor and Company of the Bank of Ireland,LSE,Money Center Banks,United Kingdom,410
BKJ,"Bancorp Of New Jersey, Inc.",ASE,Savings & Loans,USA,419
BKJAY,Bank of Yokohama Ltd.,PNK,,USA,0
BKK,BlackRock Municipal 2020 Term Trust,NYQ,Closed-End Fund - Debt,USA,425
BKKN,"Bakken Resources, Inc.",PNK,,USA,0
BKMU,Bank Mutual Corporation,NMS,Savings & Loans,USA,419
BKN,BlackRock Investment Quality Municipal Trust Inc.,NYQ,Closed-End Fund - Debt,USA,425
BKNML,BANK OF NEW YORK,PNK,,USA,0
BKOR,"Oak Ridge Financial Services, Inc.",PNK,Regional - Mid-Atlantic Banks,USA,412
BKP.TO,C.A. Bancorp Inc.,TOR,Asset Management,Canada,422
BKPKF,Bank Polska Kasa Opieki Sp,PNK,,USA,0
BKQNF,BANK OF QUEENSLAND,PNK,,USA,0
BKQNY,Bank of Queensland Ltd.,PNK,,USA,0
BKR,Michael Baker Corporation,ASE,,USA,0
BKS,"Barnes & Noble, Inc.",NYQ,"Specialty Retail, Other",USA,745
BKS3.SG,BBS KRAFTFAHRZG VZ,STU,Auto Parts,Germany,333
BKSC,The Bank of South Carolina Corporation,NCM,Regional - Mid-Atlantic Banks,USA,412
BKSL.JK,Sentul City Tbk.,JKT,,Indonesia,0
BKSW.JK,Bank QNB Kesawan Tbk.,JKT,,Indonesia,0
BKT,"BlackRock Income Trust, Inc.",NYQ,Closed-End Fund - Debt,USA,425
BKU,"BankUnited, Inc.",NYQ,Regional - Mid-Atlantic Banks,USA,412
BKUCF,Blue Sky Uranium Corp.,PNK,,USA,0
BKUTK,Bank Of Utica,PNK,,USA,0
BKW,"Burger King Worldwide, Inc.",NYQ,Restaurants,USA,712
BKYF,Bank of Kentucky Financial Corp.,NMS,Regional - Southeast Banks,USA,413
BKYI,"BIO-key International, Inc.",PNK,Computer Peripherals,USA,815
BLB-UN.TO,BLOOM SELECT INCOME FUND,TOR,,Canada,0
BLBK,"BOLDFACE Group, Inc.",OBB,Personal Products,USA,323
BLC,Belo Corp.,NYQ,Broadcasting - TV,USA,723
BLDP,Ballard Power Systems Inc.,NGM,Industrial Electrical Equipment,USA,627
BLDR,"Builders FirstSource, Inc.",NMS,Home Improvement Stores,USA,736
BLE,BlackRock Municipal Income Trust II,ASE,Asset Management,USA,422
BLFR,Blue Fire Equipment Corp.,PNK,,USA,0
BLH,BlackRock New York Municipal 2018 Term Trust,NYQ,Closed-End Fund - Debt,USA,425
BLIN,"Bridgeline Digital, Inc.",NCM,Application Software,USA,821
BLJ,BlackRock New Jersey Municipal Bond Trust,ASE,Asset Management,USA,422
BLK,"BlackRock, Inc.",NYQ,Asset Management,USA,422
BLK.MX,BLACKROCK,MEX,,Mexico,0
BLKB,Blackbaud Inc.,NMS,Business Software & Services,USA,826
BLL,Ball Corporation,NYQ,Packaging & Containers,USA,325
BLMN,"Bloomin' Brands, Inc.",NMS,Restaurants,USA,712
BLMT,"BSB Bancorp, Inc. (Maryland)",NCM,Money Center Banks,USA,410
BLND.L,The British Land Company Public Limited Company,LSE,REIT - Retail,United Kingdom,446
BLOX,Infoblox Inc.,NYQ,Business Services,USA,760
BLQA.BE,BLACKROCK,BER,Asset Management,Germany,422
BLRGZ,Blue Ridge Real Estate Co.,,,,0
BLT,Blount International Inc.,NYQ,Machine Tools & Accessories,USA,624
BLT.L,BHP Billiton plc,LSE,Industrial Metals & Minerals,United Kingdom,133
BLUE,"bluebird bio, Inc.",NMS,Biotechnology,USA,515
BLUU,"Blue Water Global Group, Inc.",OBB,Restaurants,USA,712
BLW,BlackRock Limited Duration Income Trust,NYQ,,USA,0
BLX,"Banco Latinoamericano de Comercio Exterior, S.A",NYQ,Foreign Money Center Banks,USA,417
BMA,Banco Macro S.A.,NYQ,Foreign Regional Banks,USA,418
BMC,BMC Software Inc.,NMS,,USA,0
BME,BlackRock Health Sciences Trust,NYQ,Closed-End Fund - Equity,USA,426
BME.MC,BOLSAS Y MERCADOS,MCE,,Spain,0
BMI,Badger Meter Inc.,NYQ,Scientific & Technical Instruments,USA,837
BMJJF,BMO JR GOLD INDEX ET,PNK,,USA,0
BMMCF,Kbridge Energy Corp.,PNK,Conglomerates,USA,210
BMO,Bank of Montreal,NYQ,Money Center Banks,USA,410
BMO.TO,Bank of Montreal,TOR,Money Center Banks,Canada,410
BMPS.MI,Banca Monte dei Paschi di Siena S.p.A.,MIL,Money Center Banks,Italy,410
BMR,BioMed Realty Trust Inc.,NYQ,REIT - Industrial,USA,444
BMRC,Bank of Marin Bancorp,NCM,Regional - Pacific Banks,USA,416
BMRI.JK,Bank Mandiri (Persero) Tbk.,JKT,,Indonesia,0
BMRN,BioMarin Pharmaceutical Inc.,NMS,Biotechnology,USA,515
BMS,"Bemis Company, Inc.",NYQ,Packaging & Containers,USA,325
BMSR.JK,Bintang Mitra Semestaraya Tbk,JKT,,Indonesia,0
BMTC,Bryn Mawr Bank Corp.,NMS,Regional - Northeast Banks,USA,411
BMTR.JK,Global Mediacom Tbk.,JKT,,Indonesia,0
BMW.DE,Bayerische Motoren Werke Aktiengesellschaft,GER,Auto Manufacturers - Major,Germany,330
BMW.F,BMW,FRA,Auto Manufacturers - Major,Germany,330
BMWA.DE,Bayerische Motoren Werke Aktiengesellschaft,GER,Auto Manufacturers - Major,Germany,330
BMY,Bristol-Myers Squibb Company,NYQ,Drug Manufacturers - Major,USA,510
BN.PA,Danone,PAR,Food - Major Diversified,France,340
BN4.SI,Keppel Corporation Limited,SES,Aerospace/Defense - Major Diversified,Singapore,610
BN9.MU,BANK OF NY MELLON,MUN,Asset Management,Germany,422
BNA,"BlackRock Income Opportunity Trust, Inc.",NYQ,Closed-End Fund - Debt,USA,425
BNBA.JK,Bank Bumi Arta Tbk.,JKT,,Indonesia,0
BNBR.JK,Bakrie & Brothers Tbk,JKT,,Indonesia,0
BNCL,Beneficial Mutual Bancorp Inc.,NMS,Regional - Northeast Banks,USA,411
BNCN,BNC Bancorp,NCM,Regional - Mid-Atlantic Banks,USA,412
BNDSF,"Banco de Sabadell, S.A.",PNK,,USA,0
BNEFF,Bonterra Energy Corp,PNK,,USA,0
BNFT,"Benefitfocus, Inc.",NGM,Application Software,USA,821
BNGA.JK,Bank CIMB Niaga Tbk.,JKT,,Indonesia,0
BNGYF,BANK NAGOYA FGN,PNK,,USA,0
BNII.JK,Bank Internasional Indonesia Tb,JKT,,Indonesia,0
BNJ,BlackRock New Jersey Municipal Income Trust,NYQ,Closed-End Fund - Debt,USA,425
BNK.TO,Bankers Petroleum Ltd.,TOR,Independent Oil & Gas,Canada,121
BNKHF,BOC Hong Kong Holdings Ltd.,PNK,,USA,0
BNLI.JK,Bank Permata Tbk.,JKT,,Indonesia,0
BNNY,"Annie's, Inc.",NYQ,Food - Major Diversified,USA,340
BNOBF,BNP PARIBAS OBAM NV,PNK,,USA,0
BNP.PA,BNP Paribas SA,PAR,Money Center Banks,France,410
BNP.TO,BONAVISTA ENERGY CORPORATION,TOR,,Canada,0
BNRUDY.BO,BNR Udyog Ltd.,BSE,Business Services,India,760
BNS,The Bank of Nova Scotia,NYQ,Money Center Banks,USA,410
BNS.TO,The Bank of Nova Scotia,TOR,Money Center Banks,Canada,410
BNSO,Bonso Electronics International Inc.,NCM,Industrial Electrical Equipment,USA,627
BNY,BlackRock New York Municipal Income Trust,NYQ,Closed-End Fund - Debt,USA,425
BO9.F,BOSTON PROP REIT,FRA,,Germany,0
BOBE,"Bob Evans Farms, Inc.",NMS,Restaurants,USA,712
BOBS,Brazil Fast Food Corp.,PNK,Restaurants,USA,712
BOCH,Bank of Commerce Holdings,NGM,Regional - Pacific Banks,USA,416
BODY,Body Central Corp.,NMS,Apparel Stores,USA,730
BOE,BlackRock Global Opportunities Equity Trust,NYQ,Closed-End Fund - Foreign,USA,427
BOE.L,The Boeing Company,LSE,Aerospace/Defense - Major Diversified,United Kingdom,610
BOE.V,"Americas Petrogas, Inc.",VAN,Independent Oil & Gas,Canada,121
BOFI,"BofI Holding, Inc.",NMS,Savings & Loans,USA,419
BOH,Bank of Hawaii Corporation,NYQ,Regional - Pacific Banks,USA,416
BOI,Brookfield Mortgage Opportunity,NYQ,,USA,0
BOKA.AS,BOSKALIS WESTMINSTR,AMS,,Netherlands,0
BOKF,BOK Financial Corporation,NMS,Regional - Southwest  Banks,USA,415
BOL.PA,Bollore,PAR,Conglomerates,France,210
BOLSAA.MX,Bolsa Mexicana de Valores SAB de CV,MEX,Investment Brokerage - National,Mexico,420
BOLT,Bolt Technology Corp.,NMS,Oil & Gas Equipment & Services,USA,124
BOLYY,Bolsas y Mercados Espa,PNK,,USA,0
BOMK,Bank of McKenney,PNK,Regional - Mid-Atlantic Banks,USA,412
BONA,Bona Film Group Limited,NMS,Entertainment - Diversified,USA,722
BONE,"Bacterin International Holdings, Inc.",ASE,Biotechnology,USA,515
BONT,Bon-Ton Stores Inc.,NMS,Department Stores,USA,731
BOOM,Dynamic Materials Corp.,NMS,Metal Fabrication,USA,626
BOPO,BioPower Operations Corporation,PNK,,USA,0
BOQ.AX,Bank of Queensland Ltd.,ASX,Money Center Banks,Australia,410
BOQCD.AX,,ASX,,Australia,0
BOREF,Borealis Exploration Limited,PNK,,USA,0
BORK,"Bourque Industries, Inc.",PNK,,USA,0
BORN,China New Borun Corporation,NYQ,Beverages - Brewers,USA,346
BORN.JK,Borneo Lumbung Energi & Metal T,JKT,,Indonesia,0
BOSC,B.O.S. Better Online Solutions Ltd.,NCM,Information Technology Services,USA,824
BOTA,"Biota Pharmaceuticals, Inc.",NMS,Biotechnology,USA,515
BOTJ,Bank of the James Financial Group Inc.,NCM,Regional - Mid-Atlantic Banks,USA,412
BOUVET.OL,BOUVET,OSL,,Norway,0
BOW.MU,BORYSZEW,MUN,,Germany,0
BOX.DU,BECTON DICKINSON&CO;,DUS,Medical Instruments & Supplies,Germany,520
BOX.SG,BECTON DICKINSON&CO;,STU,Medical Instruments & Supplies,Germany,520
BOXC,Brookfield Canada Office Properties,NYQ,REIT - Office,USA,441
BP,BP plc,NYQ,Major Integrated Oil & Gas,USA,120
BP.L,BP plc,LSE,Major Integrated Oil & Gas,United Kingdom,120
BP.MI,Banco Popolare Societa Cooperativa Scarl,MIL,Money Center Banks,Italy,410
BPF-UN.TO,Boston Pizza Royalties Income Fund,TOR,Restaurants,Canada,712
BPFH,"Boston Private Financial Holdings, Inc.",NMS,Regional - Northeast Banks,USA,411
BPFHP,"Boston Private Financial Holdings, Inc.",NMS,,USA,0
BPFHW,Boston Private Financial Holdin,NMS,,USA,0
BPHX,BluePhoenix Solutions Ltd.,NGM,Application Software,USA,821
BPI,"Bridgepoint Education, Inc.",NYQ,Education & Training Services,USA,766
BPK,BlackRock Municipal 2018 Term Trust,NYQ,Closed-End Fund - Debt,USA,425
BPL,"Buckeye Partners, L.P.",NYQ,Oil & Gas Pipelines,USA,125
BPO,Brookfield Office Properties Inc.,NYQ,Property Management,USA,448
BPO.TO,Brookfield Office Properties Inc.,TOR,Property Management,Canada,448
BPOP,"Popular, Inc.",NMS,Foreign Regional Banks,USA,418
BPOPN,"Popular, Inc.",NMS,,USA,0
BPPUF,BANCHE POPOLARI UNIT,PNK,,USA,0
BPS,BlackRock Pennsylvania Strategic Municipal Trust Fund,ASE,Asset Management,USA,422
BPT,BP Prudhoe Bay Royalty Trust,NYQ,Oil & Gas Refining & Marketing,USA,122
BPTH,"Bio-Path Holdings, Inc.",PNK,Drug Delivery,USA,513
BPY,Brookfield Property Partners L.P.,NYQ,Real Estate Development,USA,449
BPY-UN.TO,BROOKFIELD PROPERTY PARTNERS LP,TOR,,Canada,0
BPZ,"BPZ Resources, Inc.",NYQ,Oil & Gas Drilling & Exploration,USA,123
BQH,BlackRock New York Municipal Bond Trust,NYQ,Closed-End Fund - Debt,USA,425
BQI-RWI,Oilsands Quest Inc Rights expir,ASE,,USA,0
BQY,BlackRock S&P; Quality Rankings Global Equity Managed Trust,ASE,,USA,0
BR,"Broadridge Financial Solutions, Inc.",NYQ,Information & Delivery Services,USA,827
BRAM.JK,Indo Kordsa Tbk.,JKT,,Indonesia,0
BRAU.JK,Berau Coal Energy Tbk.,JKT,,Indonesia,0
BRAX11.SA,iShares IBrX-Índice Brasil Index ETF,SAO,,Brazil,0
BRBI,Blue River Bancshares Inc.,PNK,Savings & Loans,USA,419
BRBY.L,Burberry Group plc,LSE,Jewelry Stores,United Kingdom,742
BRC,Brady Corp.,NYQ,Security Software & Services,USA,823
BRCD,"Brocade Communications Systems, Inc.",NMS,Data Storage Devices,USA,813
BRCM,Broadcom Corp.,NMS,Semiconductor - Integrated Circuits,USA,833
BRD,Brigus Gold Corp,ASE,Gold,USA,134
BRE,BRE Properties Inc.,NYQ,REIT - Residential,USA,445
BRE.TO,BROOKFIELD REAL ESTATE SERVICES,TOR,,Canada,0
BREW,"Craft Brew Alliance, Inc.",NGM,Beverages - Brewers,USA,346
BRFH,Barfresh Food Group Inc,PNK,Beverages - Soft Drinks,USA,348
BRFS,BRF S.A.,NYQ,Meat Products,USA,343
BRI.V,BRAZIL RESOURCES INC,VAN,,Canada,0
BRID,Bridgford Foods Corp.,NGM,Meat Products,USA,343
BRILL.AS,KONINKLIJK BRILL NV,AMS,,Netherlands,0
BRIZF,Brazil Resources Inc.,PNK,,USA,0
BRK-A,Berkshire Hathaway Inc.,NYQ,Property & Casualty Insurance,USA,432
BRK-B,Berkshire Hathaway Inc.,NYQ,,USA,0
BRKL,"Brookline Bancorp, Inc.",NMS,Savings & Loans,USA,419
BRKS,"Brooks Automation, Inc.",NMS,Semiconductor Equipment & Materials,USA,834
BRLI,Bio-Reference Laboratories Inc.,NMS,Medical Laboratories & Research,USA,525
BRM.F,BRISTOL MYERS SQUIB,FRA,Drug Manufacturers - Major,Germany,510
BRMS.JK,Bumi Resources Minerals Tbk.,JKT,,Indonesia,0
BRO,Brown & Brown Inc.,NYQ,Insurance Brokers,USA,434
BRP,Brookfield Residential Properties Inc.,NYQ,Real Estate Development,USA,449
BRS,"Bristow Group, Inc.",NYQ,"Air Services, Other",USA,772
BRSS,"Global Brass and Copper Holdings, Inc.",NYQ,Metal Fabrication,USA,626
BRT,BRT Realty Trust,NYQ,Mortgage Investment,USA,447
BRW.L,Brewin Dolphin Holdings plc,LSE,Asset Management,United Kingdom,422
BRX,Brixmor Property Group Inc. Com,NYQ,,USA,0
BRY,Berry Petroleum Co.,NYQ,Independent Oil & Gas,USA,121
BRZ.V,BEARING RESOURCES LTD,VAN,,Canada,0
BS6.SI,Yangzijiang Shipbuilding Holdings Ltd.,SES,Aerospace/Defense - Major Diversified,Singapore,610
BSAC,Banco Santander-Chile,NYQ,Money Center Banks,USA,410
BSBR,Banco Santander (Brasil) S.A.,NYQ,Foreign Regional Banks,USA,418
BSD,BlackRock Strategic Municipal Trust,NYQ,Closed-End Fund - Debt,USA,425
BSD-UN.TO,BROOKFIELD SOUNDVEST SPLIT TRUS,TOR,,Canada,0
BSDE.JK,Bumi Serpong Damai Tbk.,JKT,,Indonesia,0
BSDM,BSD Medical Corp.,NGM,Medical Appliances & Equipment,USA,521
BSE,Blackrock New York Municipal In,NYQ,,USA,0
BSET,Bassett Furniture Industries Inc.,NMS,Home Furnishings & Fixtures,USA,311
BSHF,"Bioshaft Water Technology, Inc.",PNK,Waste Management,USA,637
BSI,Alon Blue Square Israel Ltd,NYQ,Department Stores,USA,731
BSL,Blackstone GSO Senior Floating,NYQ,,USA,0
BSMX,"Grupo Financiero Santander Mexico, S.A.B. de C.V.",NYQ,Foreign Regional Banks,USA,418
BSP,American Strategic Income Portfolio Inc. II,NYQ,,USA,0
BSPE,"Blacksands Petroleum, Inc.",PNK,Business Services,USA,760
BSPM,"Biostar Pharmaceuticals, Inc.",NCM,Drug Manufacturers - Major,USA,510
BSQR,BSQUARE Corp.,NGM,Application Software,USA,821
BSRR,Sierra Bancorp,NMS,Regional - Pacific Banks,USA,416
BSTC,BioSpecifics Technologies Corp.,NGM,Biotechnology,USA,515
BSU.SG,BP plc,STU,Major Integrated Oil & Gas,Germany,120
BSX,Boston Scientific Corporation,NYQ,Medical Appliances & Equipment,USA,521
BSY.L,British Sky Broadcasting Group plc,LSE,CATV Systems,United Kingdom,725
BT,BT Group plc,NYQ,Diversified Communication Services,USA,846
BT-A.L,BT Group plc,LSE,Wireless Communications,United Kingdom,840
BTA,BlackRock Long-Term Municipal Advantage Trust,NYQ,Closed-End Fund - Debt,USA,425
BTB-UN.TO,BTB REIT UNITS,TOR,,Canada,0
BTE,Baytex Energy Corp.,NYQ,Independent Oil & Gas,USA,121
BTEK.JK,Bumi Teknokultura Unggul Tbk,JKT,,Indonesia,0
BTEL.JK,Bakrie Telecom Tbk.,JKT,,Indonesia,0
BTF,"Boulder Total Return Fund, Inc.",NYQ,,USA,0
BTG.L,BTG,LSE,,United Kingdom,0
BTH,"Blyth, Inc.",NYQ,Personal Products,USA,323
BTI,British American Tobacco plc,ASE,Cigarettes,USA,350
BTN,"Ballantyne Strong, Inc",ASE,Photographic Equipment & Supplies,USA,318
BTN.MX,BT Group plc,MEX,,Mexico,0
BTO,John Hancock Financial Opportun,NYQ,,USA,0
BTO.TO,B2Gold Corp.,TOR,Gold,Canada,134
BTOW3F.SA,B2W DIGITAL -ON      NM,SAO,,Brazil,0
BTT,BlackRock Municipal Target Term,NYQ,,USA,0
BTT.V,Bitterroot Resources Ltd.,VAN,Industrial Metals & Minerals,Canada,133
BTU,Peabody Energy Corp.,NYQ,Industrial Metals & Minerals,USA,133
BTUI,BTU International Inc.,NGM,Semiconductor Equipment & Materials,USA,834
BTURF,Bathurst Resources (New Zealand) Limited,PNK,,USA,0
BTX,"BioTime, Inc.",ASE,Biotechnology,USA,515
BTZ,BlackRock Credit Allocation Income Trust IV,NYQ,,USA,0
BUD,Anheuser-Busch InBev SA/NV,NYQ,Beverages - Brewers,USA,346
BUI,BlackRock Utility and Infrastru,NYQ,,USA,0
BUKS,Butler National Corporation,PNK,Aerospace/Defense Products & Services,USA,611
BULL.JK,BUANA LISTYA TAMA TBK PT IDR100,JKT,,Indonesia,0
BUMI.JK,Bumi Resources Tbk,JKT,,Indonesia,0
BUR,Burcon Nutrascience Corporation,NGM,,USA,0
BUR.L,BURFORD CAP -NPV-,LSE,,United Kingdom,0
BURL,"Burlington Stores, Inc.",NYQ,"Discount, Variety Stores",USA,732
BUSE,First Busey Corporation,NMS,Regional - Midwest Banks,USA,414
BV,"Bazaarvoice, Inc.",NMS,Application Software,USA,821
BVA,Cordia Bancorp Inc.,NCM,Regional - Mid-Atlantic Banks,USA,412
BVMF3.SA,BMFBOVESPA  -ON      NM,SAO,,Brazil,0
BVN,Compa,NYQ,Gold,USA,134
BVRDF,Bureau Veritas SA,PNK,,USA,0
BVX,Bovie Medical Corp.,ASE,Medical Instruments & Supplies,USA,520
BW7.MU,BEC WORLD -F-,MUN,,Germany,0
BWA,BorgWarner Inc.,NYQ,Auto Parts,USA,333
BWB.DE,Baader Bank AG,GER,Investment Brokerage - National,Germany,420
BWC,The Babcock & Wilcox Company,NYQ,Diversified Machinery,USA,622
BWEN,"Broadwind Energy, Inc.",NCM,Diversified Machinery,USA,622
BWG,Legg Mason BW Global Income Opp,NYQ,,USA,0
BWG.OL,BWG HOMES,OSL,,Norway,0
BWINA,Baldwin & Lyons Inc.,NGM,,USA,0
BWINB,Baldwin & Lyons Inc.,NGM,Property & Casualty Insurance,USA,432
BWLD,Buffalo Wild Wings Inc.,NMS,Restaurants,USA,712
BWMG,"Brownie's Marine Group, Inc.",PNK,"Recreational Goods, Other",USA,317
BWMTF,BLACKROCK WORLD MIN,PNK,,USA,0
BWOWF,Wowjoint Holdings Limited,PNK,Farm & Construction Machinery,USA,620
BWP,"Boardwalk Pipeline Partners, LP",NYQ,Oil & Gas Pipelines,USA,125
BWPC,Blue Water Petroleum Corp.,OBB,Independent Oil & Gas,USA,121
BWPT.JK,BW Plantation Tbk.,JKT,,Indonesia,0
BWS,Brown Shoe Co. Inc.,NYQ,"Specialty Retail, Other",USA,745
BWVI,"Blue Water Ventures International, Inc.",PNK,,USA,0
BX,The Blackstone Group L.P.,NYQ,Asset Management,USA,422
BXC,Bluelinx Holdings Inc.,NYQ,Building Materials Wholesale,USA,751
BXE,Bellatrix Exploration Ltd.,ASE,Oil & Gas Drilling & Exploration,USA,123
BXE.TO,Bellatrix Exploration Ltd.,TOR,Independent Oil & Gas,Canada,121
BXMT,"Blackstone Mortgage Trust, Inc.",NYQ,REIT - Diversified,USA,440
BXP,Boston Properties Inc.,NYQ,REIT - Office,USA,441
BXS,"BancorpSouth, Inc.",NYQ,Regional - Southeast Banks,USA,413
BXYA.F,BAWAG CAP FIN NCP,FRA,,Germany,0
BXYA.HM,BAWAG CAP FIN NCP,HAM,,Germany,0
BXYA.MU,BAWAG CAP FIN NCP,MUN,,Germany,0
BXZ.SG,BANK OF QUEENSLAND,STU,Money Center Banks,Germany,410
BY6A.F,BYD UNSP ADR-H,FRA,Auto Manufacturers - Major,Germany,330
BYCX,Bayou City Exploration Inc.,PNK,Independent Oil & Gas,USA,121
BYD,Boyd Gaming Corporation,NYQ,Resorts & Casinos,USA,711
BYD-UN.TO,Boyd Group Income Fund,TOR,Personal Services,Canada,762
BYFC,Broadway Financial Corp.,NCM,Savings & Loans,USA,419
BYI,"Bally Technologies, Inc.",NYQ,Gaming Activities,USA,714
BYM,Blackrock Municipal Income Qual,NYQ,,USA,0
BYV.V,Bayfield Ventures Corp.,VAN,Industrial Metals & Minerals,Canada,133
BZ6.BE,KAPSCH,BER,,Germany,0
BZC,Breeze-Eastern Corporation,ASE,Aerospace/Defense Products & Services,USA,611
BZDLF,Kincora Copper Limited,PNK,,USA,0
BZH,Beazer Homes USA Inc.,NYQ,Residential Construction,USA,630
BZNE,"Biozone Pharmaceuticals, Inc.",OBB,Drug Related Products,USA,514
BZT,Beazer Homes USA Inc.,NYQ,,USA,0
BZYR,Burzynski Research Institute,PNK,Diagnostic Substances,USA,516
C,"Citigroup, Inc.",NYQ,Money Center Banks,USA,410
C-WTB,CITIGROUP INC. WARRANTS EXPIRI,NYQ,,USA,0
C09.SI,City Developments Limited,SES,Property Management,Singapore,448
C09A.F,CHINA HYDRELC SPADR,FRA,Diversified Utilities,Germany,913
C09A.SG,CHINA HYDRELC SPADR,STU,Diversified Utilities,Germany,913
C1O.SG,COBALT INTL ENERGY,STU,Independent Oil & Gas,Germany,121
C25.F,BIOTELEMETRY,FRA,Hospitals,Germany,524
C44.BE,CN RESOURCES CEMENT,BER,General Building Materials,Germany,634
C5L.F,CONTL RES,FRA,Independent Oil & Gas,Germany,121
C7Y.BE,CHINA YURUN FOOD GP,BER,Food - Major Diversified,Germany,340
C7Y.F,CHINA YURUN FOOD GP,FRA,Food - Major Diversified,Germany,340
C7Y.MU,CHINA YURUN FOOD GP,MUN,Food - Major Diversified,Germany,340
C7Y.SG,CHINA YURUN FOOD GP,STU,Food - Major Diversified,Germany,340
C8I.BE,C-QUADRAT INVESTMNT,BER,Asset Management,Germany,422
C8I.DE,C-QUADRAT Investment AG,GER,Asset Management,Germany,422
C8I.F,C-QUADRAT INVESTMNT,FRA,Asset Management,Germany,422
C8I.SG,C-QUADRAT INVESTMNT,STU,Asset Management,Germany,422
C8I.VI,C-QUADRAT INVESTMNT,VIE,,Austria,0
C8R.SI,Jiutian Chemical Group Limited,SES,Chemicals - Major Diversified,Singapore,110
CA,CA Technologies,NMS,Business Software & Services,USA,826
CAAS,China Automotive Systems Inc.,NCM,Auto Parts,USA,333
CAB,Cabela's Incorporated,NYQ,Sporting Goods Stores,USA,740
CABK.MC,CAIXABANK,MCE,,Spain,0
CAC,Camden National Corp.,NMS,Regional - Northeast Banks,USA,411
CAC1.MU,CASIO COMPUTER,MUN,Electronic Equipment,Germany,314
CACB,Cascade Bancorp,NCM,Regional - Pacific Banks,USA,416
CACC,Credit Acceptance Corp.,NMS,Credit Services,USA,424
CACL,Crown Alliance Capital Limited,PNK,,USA,0
CADC,"China Advanced Construction Materials Group, Inc.",NCM,General Building Materials,USA,634
CADX,Cadence Pharmaceuticals Inc.,NMS,Biotechnology,USA,515
CAF,Morgan Stanley China A Share Fu,NYQ,,USA,0
CAF.MC,CAF,MCE,,Spain,0
CAFI,Camco Financial Corp.,NGM,Savings & Loans,USA,419
CAG,"ConAgra Foods, Inc.",NYQ,Processed & Packaged Goods,USA,342
CAH,"Cardinal Health, Inc.",NYQ,Drugs Wholesale,USA,756
CAH-UN.TO,CANADIAN HIGH YIELD FOCUS FUND,TOR,,Canada,0
CAI.VI,CA IMMOB ANLAGEN,VIE,,Austria,0
CAIRN.NS,Cairn India Limited,NSI,Major Integrated Oil & Gas,India,120
CAJ,Canon Inc.,NYQ,Business Equipment,USA,313
CAJ.V,Makena Resources Inc.,VAN,Industrial Metals & Minerals,Canada,133
CAJN.MX,Canon Inc.,MEX,Business Equipment,Mexico,313
CAK,CAMAC Energy Inc.,ASE,Independent Oil & Gas,USA,121
CAKE,The Cheesecake Factory Incorporated,NMS,Restaurants,USA,712
CALD,Callidus Software Inc.,NGM,Business Software & Services,USA,826
CALI,China Auto Logistic Inc.,NGM,Auto Dealerships,USA,744
CALL,magicJack VocalTec Ltd.,NGM,Telecom Services - Domestic,USA,844
CALM,"Cal-Maine Foods, Inc.",NMS,Food - Major Diversified,USA,340
CAM,Cameron International Corporation,NYQ,Oil & Gas Equipment & Services,USA,124
CAMP,CalAmp Corp.,NMS,Communication Equipment,USA,841
CAMT,Camtek Ltd.,NGM,Semiconductor - Integrated Circuits,USA,833
CAN.V,Orca Gold Inc.,VAN,Industrial Metals & Minerals,Canada,133
